#omega_26	E_QP(omega)_26#	omega_27	E_QP(omega)_27
-0.148966	-0.310999	-0.045714	-0.009327
-0.147966	-0.311186	-0.044714	-0.009376
-0.146966	-0.311373	-0.043714	-0.009425
-0.145966	-0.311559	-0.042714	-0.009475
-0.144966	-0.311744	-0.041714	-0.009525
-0.143966	-0.311928	-0.040714	-0.009575
-0.142966	-0.312112	-0.039714	-0.009626
-0.141966	-0.312295	-0.038714	-0.009677
-0.140966	-0.312477	-0.037714	-0.009729
-0.139966	-0.312658	-0.036714	-0.009781
-0.138966	-0.312838	-0.035714	-0.009834
-0.137966	-0.313018	-0.034714	-0.009887
-0.136966	-0.313197	-0.033714	-0.009941
-0.135966	-0.313376	-0.032714	-0.009995
-0.134966	-0.313553	-0.031714	-0.010050
-0.133966	-0.313730	-0.030714	-0.010105
-0.132966	-0.313907	-0.029714	-0.010161
-0.131966	-0.314082	-0.028714	-0.010218
-0.130966	-0.314257	-0.027714	-0.010275
-0.129966	-0.314432	-0.026714	-0.010333
-0.128966	-0.314605	-0.025714	-0.010391
-0.127966	-0.314779	-0.024714	-0.010450
-0.126966	-0.314951	-0.023714	-0.010510
-0.125966	-0.315123	-0.022714	-0.010570
-0.124966	-0.315294	-0.021714	-0.010631
-0.123966	-0.315465	-0.020714	-0.010693
-0.122966	-0.315635	-0.019714	-0.010756
-0.121966	-0.315804	-0.018714	-0.010819
-0.120966	-0.315973	-0.017714	-0.010884
-0.119966	-0.316142	-0.016714	-0.010949
-0.118966	-0.316310	-0.015714	-0.011015
-0.117966	-0.316477	-0.014714	-0.011082
-0.116966	-0.316643	-0.013714	-0.011150
-0.115966	-0.316810	-0.012714	-0.011219
-0.114966	-0.316975	-0.011714	-0.011289
-0.113966	-0.317140	-0.010714	-0.011360
-0.112966	-0.317305	-0.009714	-0.011432
-0.111966	-0.317469	-0.008714	-0.011506
-0.110966	-0.317633	-0.007714	-0.011580
-0.109966	-0.317796	-0.006714	-0.011656
-0.108966	-0.317958	-0.005714	-0.011733
-0.107966	-0.318121	-0.004714	-0.011812
-0.106966	-0.318282	-0.003714	-0.011892
-0.105966	-0.318443	-0.002714	-0.011973
-0.104966	-0.318604	-0.001714	-0.012056
-0.103966	-0.318764	-0.000714	-0.012141
-0.102966	-0.318924	+0.000286	-0.012228
-0.101966	-0.319083	+0.001286	-0.012316
-0.100966	-0.319242	+0.002286	-0.012406
-0.099966	-0.319401	+0.003286	-0.012499
-0.098966	-0.319559	+0.004286	-0.012593
-0.097966	-0.319716	+0.005286	-0.012690
-0.096966	-0.319874	+0.006286	-0.012789
-0.095966	-0.320030	+0.007286	-0.012891
-0.094966	-0.320187	+0.008286	-0.012996
-0.093966	-0.320343	+0.009286	-0.013103
-0.092966	-0.320498	+0.010286	-0.013213
-0.091966	-0.320653	+0.011286	-0.013327
-0.090966	-0.320808	+0.012286	-0.013444
-0.089966	-0.320962	+0.013286	-0.013565
-0.088966	-0.321116	+0.014286	-0.013690
-0.087966	-0.321270	+0.015286	-0.013819
-0.086966	-0.321423	+0.016286	-0.013953
-0.085966	-0.321576	+0.017286	-0.014092
-0.084966	-0.321729	+0.018286	-0.014237
-0.083966	-0.321881	+0.019286	-0.014387
-0.082966	-0.322033	+0.020286	-0.014544
-0.081966	-0.322184	+0.021286	-0.014707
-0.080966	-0.322335	+0.022286	-0.014878
-0.079966	-0.322486	+0.023286	-0.015058
-0.078966	-0.322636	+0.024286	-0.015247
-0.077966	-0.322786	+0.025286	-0.015446
-0.076966	-0.322936	+0.026286	-0.015656
-0.075966	-0.323085	+0.027286	-0.015879
-0.074966	-0.323234	+0.028286	-0.016116
-0.073966	-0.323383	+0.029286	-0.016369
-0.072966	-0.323532	+0.030286	-0.016639
-0.071966	-0.323680	+0.031286	-0.016930
-0.070966	-0.323828	+0.032286	-0.017244
-0.069966	-0.323975	+0.033286	-0.017585
-0.068966	-0.324122	+0.034286	-0.017957
-0.067966	-0.324269	+0.035286	-0.018365
-0.066966	-0.324416	+0.036286	-0.018815
-0.065966	-0.324562	+0.037286	-0.019316
-0.064966	-0.324708	+0.038286	-0.019878
-0.063966	-0.324854	+0.039286	-0.020515
-0.062966	-0.325000	+0.040286	-0.021243
-0.061966	-0.325145	+0.041286	-0.022086
-0.060966	-0.325290	+0.042286	-0.023077
-0.059966	-0.325434	+0.043286	-0.024261
-0.058966	-0.325579	+0.044286	-0.025703
-0.057966	-0.325723	+0.045286	-0.027502
-0.056966	-0.325867	+0.046286	-0.029814
-0.055966	-0.326011	+0.047286	-0.032892
-0.054966	-0.326154	+0.048286	-0.037180
-0.053966	-0.326297	+0.049286	-0.043485
-0.052966	-0.326440	+0.050286	-0.053201
-0.051966	-0.326583	+0.051286	-0.066400
-0.050966	-0.326725	+0.052286	-0.046853
-0.049966	-0.326867	+0.053286	+0.038035
-0.048966	-0.327009	+0.054286	+0.035890
-0.047966	-0.327151	+0.055286	+0.023290
-0.046966	-0.327293	+0.056286	+0.014858
-0.045966	-0.327434	+0.057286	+0.009321
-0.044966	-0.327575	+0.058286	+0.005480
-0.043966	-0.327716	+0.059286	+0.002675
-0.042966	-0.327856	+0.060286	+0.000538
-0.041966	-0.327997	+0.061286	-0.001149
-0.040966	-0.328137	+0.062286	-0.002517
-0.039966	-0.328277	+0.063286	-0.003653
-0.038966	-0.328417	+0.064286	-0.004615
-0.037966	-0.328556	+0.065286	-0.005444
-0.036966	-0.328696	+0.066286	-0.006168
-0.035966	-0.328835	+0.067286	-0.006809
-0.034966	-0.328974	+0.068286	-0.007383
-0.033966	-0.329113	+0.069286	-0.007902
-0.032966	-0.329252	+0.070286	-0.008377
-0.031966	-0.329390	+0.071286	-0.008814
-0.030966	-0.329528	+0.072286	-0.009220
-0.029966	-0.329666	+0.073286	-0.009599
-0.028966	-0.329804	+0.074286	-0.009957
-0.027966	-0.329942	+0.075286	-0.010297
-0.026966	-0.330080	+0.076286	-0.010622
-0.025966	-0.330217	+0.077286	-0.010934
-0.024966	-0.330355	+0.078286	-0.011237
-0.023966	-0.330492	+0.079286	-0.011532
-0.022966	-0.330629	+0.080286	-0.011822
