#omega_26	E_QP(omega)_26#	omega_27	E_QP(omega)_27
-0.080977	-0.307722	+0.018928	-0.010404
-0.079977	-0.307867	+0.019928	-0.010573
-0.078977	-0.308011	+0.020928	-0.010750
-0.077977	-0.308155	+0.021928	-0.010937
-0.076977	-0.308299	+0.022928	-0.011134
-0.075977	-0.308442	+0.023928	-0.011343
-0.074977	-0.308585	+0.024928	-0.011565
-0.073977	-0.308728	+0.025928	-0.011802
-0.072977	-0.308871	+0.026928	-0.012054
-0.071977	-0.309013	+0.027928	-0.012326
-0.070977	-0.309154	+0.028928	-0.012618
-0.069977	-0.309296	+0.029928	-0.012934
-0.068977	-0.309437	+0.030928	-0.013277
-0.067977	-0.309578	+0.031928	-0.013653
-0.066977	-0.309719	+0.032928	-0.014065
-0.065977	-0.309859	+0.033928	-0.014522
-0.064977	-0.309999	+0.034928	-0.015030
-0.063977	-0.310139	+0.035928	-0.015601
-0.062977	-0.310278	+0.036928	-0.016249
-0.061977	-0.310418	+0.037928	-0.016990
-0.060977	-0.310556	+0.038928	-0.017849
-0.059977	-0.310695	+0.039928	-0.018858
-0.058977	-0.310834	+0.040928	-0.020063
-0.057977	-0.310972	+0.041928	-0.021529
-0.056977	-0.311110	+0.042928	-0.023355
-0.055977	-0.311247	+0.043928	-0.025695
-0.054977	-0.311385	+0.044928	-0.028798
-0.053977	-0.311522	+0.045928	-0.033097
-0.052977	-0.311659	+0.046928	-0.039376
-0.051977	-0.311795	+0.047928	-0.049022
-0.050977	-0.311932	+0.048928	-0.062845
-0.049977	-0.312068	+0.049928	-0.053829
-0.048977	-0.312204	+0.050928	+0.039975
-0.047977	-0.312340	+0.051928	+0.045394
-0.046977	-0.312475	+0.052928	+0.031678
-0.045977	-0.312611	+0.053928	+0.022242
-0.044977	-0.312746	+0.054928	+0.016086
-0.043977	-0.312881	+0.055928	+0.011855
-0.042977	-0.313015	+0.056928	+0.008790
-0.041977	-0.313150	+0.057928	+0.006470
-0.040977	-0.313284	+0.058928	+0.004652
-0.039977	-0.313418	+0.059928	+0.003187
-0.038977	-0.313552	+0.060928	+0.001977
-0.037977	-0.313686	+0.061928	+0.000958
-0.036977	-0.313819	+0.062928	+0.000086
-0.035977	-0.313953	+0.063928	-0.000672
-0.034977	-0.314086	+0.064928	-0.001339
-0.033977	-0.314219	+0.065928	-0.001932
-0.032977	-0.314351	+0.066928	-0.002466
-0.031977	-0.314484	+0.067928	-0.002950
-0.030977	-0.314616	+0.068928	-0.003392
-0.029977	-0.314749	+0.069928	-0.003800
-0.028977	-0.314881	+0.070928	-0.004179
-0.027977	-0.315013	+0.071928	-0.004533
-0.026977	-0.315144	+0.072928	-0.004865
-0.025977	-0.315276	+0.073928	-0.005180
-0.024977	-0.315407	+0.074928	-0.005479
-0.023977	-0.315539	+0.075928	-0.005765
-0.022977	-0.315670	+0.076928	-0.006040
-0.021977	-0.315801	+0.077928	-0.006305
-0.020977	-0.315932	+0.078928	-0.006563
-0.019977	-0.316062	+0.079928	-0.006814
