#omega_5	E_QP(omega)_5#	omega_6	E_QP(omega)_6
-0.311926	-0.436961	-0.305515	-0.119095
-0.310926	-0.437204	-0.304515	-0.120394
-0.309926	-0.437446	-0.303515	-0.121873
-0.308926	-0.437688	-0.302515	-0.123584
-0.307926	-0.437930	-0.301515	-0.125597
-0.306926	-0.438173	-0.300515	-0.128016
-0.305926	-0.438415	-0.299515	-0.130996
-0.304926	-0.438658	-0.298515	-0.134777
-0.303926	-0.438901	-0.297515	-0.139755
-0.302926	-0.439145	-0.296515	-0.146616
-0.301926	-0.439389	-0.295515	-0.156604
-0.300926	-0.439634	-0.294515	-0.171901
-0.299926	-0.439879	-0.293515	-0.193291
-0.298926	-0.440125	-0.292515	-0.171914
-0.297926	-0.440371	-0.291515	-0.030557
-0.296926	-0.440619	-0.290515	-0.028391
-0.295926	-0.440867	-0.289515	-0.049204
-0.294926	-0.441117	-0.288515	-0.063350
-0.293926	-0.441368	-0.287515	-0.072646
-0.292926	-0.441621	-0.286515	-0.079094
-0.291926	-0.441875	-0.285515	-0.083812
-0.290926	-0.442130	-0.284515	-0.087418
-0.289926	-0.442388	-0.283515	-0.090274
-0.288926	-0.442648	-0.282515	-0.092600
-0.287926	-0.442910	-0.281515	-0.094542
-0.286926	-0.443174	-0.280515	-0.096194
-0.285926	-0.443442	-0.279515	-0.097623
-0.284926	-0.443713	-0.278515	-0.098878
-0.283926	-0.443987	-0.277515	-0.099993
-0.282926	-0.444264	-0.276515	-0.100995
-0.281926	-0.444547	-0.275515	-0.101904
-0.280926	-0.444833	-0.274515	-0.102735
-0.279926	-0.445125	-0.273515	-0.103501
-0.278926	-0.445423	-0.272515	-0.104212
-0.277926	-0.445727	-0.271515	-0.104875
-0.276926	-0.446038	-0.270515	-0.105497
-0.275926	-0.446357	-0.269515	-0.106083
-0.274926	-0.446686	-0.268515	-0.106638
-0.273926	-0.447024	-0.267515	-0.107166
-0.272926	-0.447374	-0.266515	-0.107670
-0.271926	-0.447737	-0.265515	-0.108152
-0.270926	-0.448115	-0.264515	-0.108615
-0.269926	-0.448511	-0.263515	-0.109061
-0.268926	-0.448926	-0.262515	-0.109491
-0.267926	-0.449364	-0.261515	-0.109907
-0.266926	-0.449830	-0.260515	-0.110311
-0.265926	-0.450328	-0.259515	-0.110703
-0.264926	-0.450863	-0.258515	-0.111084
-0.263926	-0.451445	-0.257515	-0.111456
-0.262926	-0.452083	-0.256515	-0.111819
-0.261926	-0.452790	-0.255515	-0.112174
-0.260926	-0.453584	-0.254515	-0.112522
-0.259926	-0.454489	-0.253515	-0.112862
-0.258926	-0.455537	-0.252515	-0.113196
-0.257926	-0.456778	-0.251515	-0.113525
-0.256926	-0.458283	-0.250515	-0.113848
-0.255926	-0.460162	-0.249515	-0.114166
-0.254926	-0.462597	-0.248515	-0.114479
-0.253926	-0.465896	-0.247515	-0.114788
-0.252926	-0.470618	-0.246515	-0.115092
-0.251926	-0.477765	-0.245515	-0.115393
-0.250926	-0.488245	-0.244515	-0.115690
-0.249926	-0.487235	-0.243515	-0.115984
-0.248926	-0.416628	-0.242515	-0.116275
-0.247926	-0.406011	-0.241515	-0.116563
-0.246926	-0.416777	-0.240515	-0.116848
-0.245926	-0.424496	-0.239515	-0.117131
-0.244926	-0.429560	-0.238515	-0.117411
-0.243926	-0.433059	-0.237515	-0.117688
-0.242926	-0.435617	-0.236515	-0.117964
-0.241926	-0.437575	-0.235515	-0.118238
-0.240926	-0.439132	-0.234515	-0.118510
-0.239926	-0.440408	-0.233515	-0.118780
-0.238926	-0.441481	-0.232515	-0.119048
-0.237926	-0.442402	-0.231515	-0.119315
-0.236926	-0.443206	-0.230515	-0.119580
-0.235926	-0.443920	-0.229515	-0.119844
-0.234926	-0.444560	-0.228515	-0.120107
-0.233926	-0.445142	-0.227515	-0.120368
-0.232926	-0.445676	-0.226515	-0.120628
-0.231926	-0.446170	-0.225515	-0.120888
-0.230926	-0.446629	-0.224515	-0.121146
-0.229926	-0.447061	-0.223515	-0.121403
-0.228926	-0.447468	-0.222515	-0.121660
-0.227926	-0.447853	-0.221515	-0.121916
-0.226926	-0.448221	-0.220515	-0.122171
-0.225926	-0.448572	-0.219515	-0.122425
-0.224926	-0.448910	-0.218515	-0.122679
-0.223926	-0.449235	-0.217515	-0.122932
-0.222926	-0.449549	-0.216515	-0.123185
-0.221926	-0.449853	-0.215515	-0.123438
-0.220926	-0.450148	-0.214515	-0.123689
-0.219926	-0.450435	-0.213515	-0.123941
-0.218926	-0.450715	-0.212515	-0.124192
-0.217926	-0.450989	-0.211515	-0.124444
-0.216926	-0.451256	-0.210515	-0.124695
-0.215926	-0.451519	-0.209515	-0.124945
-0.214926	-0.451776	-0.208515	-0.125196
-0.213926	-0.452028	-0.207515	-0.125447
-0.212926	-0.452277	-0.206515	-0.125698
-0.211926	-0.452522	-0.205515	-0.125948
-0.210926	-0.452763	-0.204515	-0.126199
-0.209926	-0.453000	-0.203515	-0.126450
-0.208926	-0.453235	-0.202515	-0.126702
-0.207926	-0.453467	-0.201515	-0.126953
-0.206926	-0.453696	-0.200515	-0.127205
-0.205926	-0.453922	-0.199515	-0.127457
-0.204926	-0.454147	-0.198515	-0.127710
-0.203926	-0.454369	-0.197515	-0.127963
-0.202926	-0.454589	-0.196515	-0.128216
-0.201926	-0.454807	-0.195515	-0.128470
-0.200926	-0.455023	-0.194515	-0.128725
-0.199926	-0.455238	-0.193515	-0.128980
-0.198926	-0.455451	-0.192515	-0.129237
-0.197926	-0.455663	-0.191515	-0.129494
-0.196926	-0.455873	-0.190515	-0.129751
-0.195926	-0.456081	-0.189515	-0.130010
-0.194926	-0.456289	-0.188515	-0.130270
-0.193926	-0.456495	-0.187515	-0.130531
-0.192926	-0.456700	-0.186515	-0.130793
-0.191926	-0.456904	-0.185515	-0.131056
-0.190926	-0.457107	-0.184515	-0.131320
-0.189926	-0.457309	-0.183515	-0.131586
-0.188926	-0.457510	-0.182515	-0.131853
-0.187926	-0.457710	-0.181515	-0.132122
-0.186926	-0.457910	-0.180515	-0.132393
-0.185926	-0.458108	-0.179515	-0.132665
-0.184926	-0.458306	-0.178515	-0.132939
-0.183926	-0.458503	-0.177515	-0.133216
-0.182926	-0.458699	-0.176515	-0.133494
-0.181926	-0.458895	-0.175515	-0.133775
-0.180926	-0.459090	-0.174515	-0.134058
-0.179926	-0.459284	-0.173515	-0.134343
-0.178926	-0.459478	-0.172515	-0.134631
-0.177926	-0.459671	-0.171515	-0.134923
-0.176926	-0.459863	-0.170515	-0.135217
-0.175926	-0.460055	-0.169515	-0.135514
-0.174926	-0.460247	-0.168515	-0.135815
-0.173926	-0.460438	-0.167515	-0.136120
-0.172926	-0.460629	-0.166515	-0.136429
-0.171926	-0.460819	-0.165515	-0.136742
-0.170926	-0.461009	-0.164515	-0.137059
-0.169926	-0.461198	-0.163515	-0.137382
-0.168926	-0.461387	-0.162515	-0.137710
-0.167926	-0.461576	-0.161515	-0.138043
-0.166926	-0.461764	-0.160515	-0.138383
-0.165926	-0.461952	-0.159515	-0.138729
-0.164926	-0.462140	-0.158515	-0.139082
-0.163926	-0.462327	-0.157515	-0.139443
-0.162926	-0.462514	-0.156515	-0.139813
-0.161926	-0.462701	-0.155515	-0.140191
-0.160926	-0.462888	-0.154515	-0.140579
-0.159926	-0.463074	-0.153515	-0.140979
-0.158926	-0.463260	-0.152515	-0.141390
-0.157926	-0.463446	-0.151515	-0.141814
-0.156926	-0.463631	-0.150515	-0.142253
-0.155926	-0.463817	-0.149515	-0.142707
-0.154926	-0.464002	-0.148515	-0.143180
-0.153926	-0.464187	-0.147515	-0.143671
-0.152926	-0.464372	-0.146515	-0.144185
-0.151926	-0.464556	-0.145515	-0.144724
-0.150926	-0.464741	-0.144515	-0.145291
-0.149926	-0.464925	-0.143515	-0.145889
-0.148926	-0.465109	-0.142515	-0.146523
-0.147926	-0.465293	-0.141515	-0.147199
-0.146926	-0.465477	-0.140515	-0.147923
-0.145926	-0.465661	-0.139515	-0.148703
-0.144926	-0.465844	-0.138515	-0.149549
-0.143926	-0.466028	-0.137515	-0.150472
-0.142926	-0.466211	-0.136515	-0.151489
-0.141926	-0.466395	-0.135515	-0.152618
-0.140926	-0.466578	-0.134515	-0.153885
-0.139926	-0.466761	-0.133515	-0.155324
-0.138926	-0.466945	-0.132515	-0.156981
-0.137926	-0.467128	-0.131515	-0.158919
-0.136926	-0.467311	-0.130515	-0.161229
-0.135926	-0.467494	-0.129515	-0.164042
-0.134926	-0.467677	-0.128515	-0.167563
-0.133926	-0.467860	-0.127515	-0.172115
-0.132926	-0.468042	-0.126515	-0.178244
-0.131926	-0.468225	-0.125515	-0.186921
-0.130926	-0.468408	-0.124515	-0.199918
-0.129926	-0.468591	-0.123515	-0.219815
-0.128926	-0.468774	-0.122515	-0.237086
-0.127926	-0.468957	-0.121515	-0.127757
-0.126926	-0.469140	-0.120515	-0.047179
-0.125926	-0.469323	-0.119515	-0.067966
-0.124926	-0.469506	-0.118515	-0.086710
-0.123926	-0.469689	-0.117515	-0.098897
