#omega_9	E_QP(omega)_9#	omega_10	E_QP(omega)_10
-0.146181	-0.312267	-0.128210	-0.048372
-0.145181	-0.312911	-0.127210	-0.048588
-0.144181	-0.313584	-0.126210	-0.048804
-0.143181	-0.314292	-0.125210	-0.049018
-0.142181	-0.315042	-0.124210	-0.049232
-0.141181	-0.315846	-0.123210	-0.049445
-0.140181	-0.316717	-0.122210	-0.049658
-0.139181	-0.317673	-0.121210	-0.049870
-0.138181	-0.318740	-0.120210	-0.050081
-0.137181	-0.319956	-0.119210	-0.050292
-0.136181	-0.321373	-0.118210	-0.050503
-0.135181	-0.323076	-0.117210	-0.050713
-0.134181	-0.325197	-0.116210	-0.050923
-0.133181	-0.327962	-0.115210	-0.051132
-0.132181	-0.331773	-0.114210	-0.051341
-0.131181	-0.337363	-0.113210	-0.051550
-0.130181	-0.345729	-0.112210	-0.051758
-0.129181	-0.351649	-0.111210	-0.051966
-0.128181	-0.303351	-0.110210	-0.052174
-0.127181	-0.277938	-0.109210	-0.052382
-0.126181	-0.286822	-0.108210	-0.052589
-0.125181	-0.294244	-0.107210	-0.052796
-0.124181	-0.299159	-0.106210	-0.053003
-0.123181	-0.302567	-0.105210	-0.053210
-0.122181	-0.305078	-0.104210	-0.053417
-0.121181	-0.307027	-0.103210	-0.053624
-0.120181	-0.308603	-0.102210	-0.053831
-0.119181	-0.309920	-0.101210	-0.054037
-0.118181	-0.311051	-0.100210	-0.054244
-0.117181	-0.312043	-0.099210	-0.054451
-0.116181	-0.312930	-0.098210	-0.054658
-0.115181	-0.313735	-0.097210	-0.054865
-0.114181	-0.314473	-0.096210	-0.055072
-0.113181	-0.315159	-0.095210	-0.055279
-0.112181	-0.315801	-0.094210	-0.055486
-0.111181	-0.316406	-0.093210	-0.055694
-0.110181	-0.316981	-0.092210	-0.055901
-0.109181	-0.317529	-0.091210	-0.056109
-0.108181	-0.318055	-0.090210	-0.056318
-0.107181	-0.318562	-0.089210	-0.056526
-0.106181	-0.319051	-0.088210	-0.056735
-0.105181	-0.319526	-0.087210	-0.056945
-0.104181	-0.319987	-0.086210	-0.057155
-0.103181	-0.320437	-0.085210	-0.057365
-0.102181	-0.320876	-0.084210	-0.057576
-0.101181	-0.321305	-0.083210	-0.057787
-0.100181	-0.321726	-0.082210	-0.057999
-0.099181	-0.322139	-0.081210	-0.058212
-0.098181	-0.322545	-0.080210	-0.058426
-0.097181	-0.322944	-0.079210	-0.058640
-0.096181	-0.323337	-0.078210	-0.058855
-0.095181	-0.323725	-0.077210	-0.059071
-0.094181	-0.324107	-0.076210	-0.059288
-0.093181	-0.324485	-0.075210	-0.059506
-0.092181	-0.324858	-0.074210	-0.059725
-0.091181	-0.325227	-0.073210	-0.059945
-0.090181	-0.325592	-0.072210	-0.060167
-0.089181	-0.325953	-0.071210	-0.060390
-0.088181	-0.326311	-0.070210	-0.060615
-0.087181	-0.326665	-0.069210	-0.060841
-0.086181	-0.327017	-0.068210	-0.061070
-0.085181	-0.327365	-0.067210	-0.061300
-0.084181	-0.327711	-0.066210	-0.061533
-0.083181	-0.328054	-0.065210	-0.061768
-0.082181	-0.328395	-0.064210	-0.062006
-0.081181	-0.328733	-0.063210	-0.062247
-0.080181	-0.329069	-0.062210	-0.062491
-0.079181	-0.329403	-0.061210	-0.062739
-0.078181	-0.329734	-0.060210	-0.062992
-0.077181	-0.330064	-0.059210	-0.063249
-0.076181	-0.330392	-0.058210	-0.063512
-0.075181	-0.330718	-0.057210	-0.063781
-0.074181	-0.331042	-0.056210	-0.064058
-0.073181	-0.331364	-0.055210	-0.064343
-0.072181	-0.331685	-0.054210	-0.064639
-0.071181	-0.332004	-0.053210	-0.064947
-0.070181	-0.332322	-0.052210	-0.065269
-0.069181	-0.332639	-0.051210	-0.065610
-0.068181	-0.332954	-0.050210	-0.065973
-0.067181	-0.333267	-0.049210	-0.066365
-0.066181	-0.333579	-0.048210	-0.066794
-0.065181	-0.333891	-0.047210	-0.067272
-0.064181	-0.334200	-0.046210	-0.067819
-0.063181	-0.334509	-0.045210	-0.068463
-0.062181	-0.334817	-0.044210	-0.069252
-0.061181	-0.335123	-0.043210	-0.070267
-0.060181	-0.335429	-0.042210	-0.071658
-0.059181	-0.335733	-0.041210	-0.073687
-0.058181	-0.336036	-0.040210	-0.076462
-0.057181	-0.336339	-0.039210	-0.074303
-0.056181	-0.336640	-0.038210	-0.057353
-0.055181	-0.336941	-0.037210	-0.057131
-0.054181	-0.337241	-0.036210	-0.059852
-0.053181	-0.337540	-0.035210	-0.061772
-0.052181	-0.337838	-0.034210	-0.063102
-0.051181	-0.338136	-0.033210	-0.064088
-0.050181	-0.338433	-0.032210	-0.064864
-0.049181	-0.338729	-0.031210	-0.065507
-0.048181	-0.339024	-0.030210	-0.066060
-0.047181	-0.339319	-0.029210	-0.066551
-0.046181	-0.339613	-0.028210	-0.066997
-0.045181	-0.339907	-0.027210	-0.067409
-0.044181	-0.340200	-0.026210	-0.067797
-0.043181	-0.340492	-0.025210	-0.068166
-0.042181	-0.340784	-0.024210	-0.068521
-0.041181	-0.341076	-0.023210	-0.068865
-0.040181	-0.341367	-0.022210	-0.069200
-0.039181	-0.341658	-0.021210	-0.069531
-0.038181	-0.341948	-0.020210	-0.069858
-0.037181	-0.342238	-0.019210	-0.070184
-0.036181	-0.342527	-0.018210	-0.070511
-0.035181	-0.342816	-0.017210	-0.070843
-0.034181	-0.343105	-0.016210	-0.071185
-0.033181	-0.343394	-0.015210	-0.071542
-0.032181	-0.343682	-0.014210	-0.071929
-0.031181	-0.343971	-0.013210	-0.072365
-0.030181	-0.344259	-0.012210	-0.072874
-0.029181	-0.344547	-0.011210	-0.073168
-0.028181	-0.344834	-0.010210	-0.071944
-0.027181	-0.345122	-0.009210	-0.071946
-0.026181	-0.345410	-0.008210	-0.072463
