#omega_9	E_QP(omega)_9#	omega_10	E_QP(omega)_10
-0.252065	-0.199507	-0.233662	-0.038950
-0.251065	-0.214154	-0.232662	-0.039449
-0.250065	-0.224094	-0.231662	-0.039960
-0.249065	-0.230975	-0.230662	-0.040486
-0.248065	-0.236051	-0.229662	-0.041029
-0.247065	-0.240011	-0.228662	-0.041591
-0.246065	-0.243240	-0.227662	-0.042176
-0.245065	-0.245965	-0.226662	-0.042788
-0.244065	-0.248330	-0.225662	-0.043430
-0.243065	-0.250427	-0.224662	-0.044108
-0.242065	-0.252318	-0.223662	-0.044828
-0.241065	-0.254047	-0.222662	-0.045599
-0.240065	-0.255647	-0.221662	-0.046431
-0.239065	-0.257140	-0.220662	-0.047336
-0.238065	-0.258545	-0.219662	-0.048330
-0.237065	-0.259876	-0.218662	-0.049436
-0.236065	-0.261142	-0.217662	-0.050682
-0.235065	-0.262354	-0.216662	-0.052107
-0.234065	-0.263517	-0.215662	-0.053766
-0.233065	-0.264637	-0.214662	-0.055738
-0.232065	-0.265719	-0.213662	-0.058140
-0.231065	-0.266768	-0.212662	-0.061156
-0.230065	-0.267785	-0.211662	-0.065085
-0.229065	-0.268774	-0.210662	-0.070439
-0.228065	-0.269738	-0.209662	-0.078147
-0.227065	-0.270678	-0.208662	-0.089866
-0.226065	-0.271597	-0.207662	-0.106848
-0.225065	-0.272495	-0.206662	-0.100867
-0.224065	-0.273375	-0.205662	+0.013979
-0.223065	-0.274237	-0.204662	+0.025432
-0.222065	-0.275082	-0.203662	+0.008288
-0.221065	-0.275912	-0.202662	-0.003750
-0.220065	-0.276728	-0.201662	-0.011643
-0.219065	-0.277530	-0.200662	-0.017099
-0.218065	-0.278318	-0.199662	-0.021082
-0.217065	-0.279094	-0.198662	-0.024126
-0.216065	-0.279859	-0.197662	-0.026538
-0.215065	-0.280612	-0.196662	-0.028507
-0.214065	-0.281354	-0.195662	-0.030155
-0.213065	-0.282086	-0.194662	-0.031561
-0.212065	-0.282808	-0.193662	-0.032783
-0.211065	-0.283521	-0.192662	-0.033860
-0.210065	-0.284224	-0.191662	-0.034820
-0.209065	-0.284919	-0.190662	-0.035687
-0.208065	-0.285605	-0.189662	-0.036477
-0.207065	-0.286284	-0.188662	-0.037202
-0.206065	-0.286954	-0.187662	-0.037873
-0.205065	-0.287617	-0.186662	-0.038498
-0.204065	-0.288273	-0.185662	-0.039084
-0.203065	-0.288921	-0.184662	-0.039635
-0.202065	-0.289563	-0.183662	-0.040157
-0.201065	-0.290198	-0.182662	-0.040653
-0.200065	-0.290827	-0.181662	-0.041125
-0.199065	-0.291450	-0.180662	-0.041578
-0.198065	-0.292066	-0.179662	-0.042012
-0.197065	-0.292677	-0.178662	-0.042430
-0.196065	-0.293283	-0.177662	-0.042834
-0.195065	-0.293883	-0.176662	-0.043224
-0.194065	-0.294477	-0.175662	-0.043603
-0.193065	-0.295067	-0.174662	-0.043970
-0.192065	-0.295652	-0.173662	-0.044328
-0.191065	-0.296231	-0.172662	-0.044676
-0.190065	-0.296807	-0.171662	-0.045017
-0.189065	-0.297377	-0.170662	-0.045350
-0.188065	-0.297944	-0.169662	-0.045675
-0.187065	-0.298506	-0.168662	-0.045994
-0.186065	-0.299064	-0.167662	-0.046307
-0.185065	-0.299618	-0.166662	-0.046615
-0.184065	-0.300169	-0.165662	-0.046917
-0.183065	-0.300716	-0.164662	-0.047214
-0.182065	-0.301259	-0.163662	-0.047507
-0.181065	-0.301799	-0.162662	-0.047795
-0.180065	-0.302336	-0.161662	-0.048080
-0.179065	-0.302869	-0.160662	-0.048361
-0.178065	-0.303400	-0.159662	-0.048638
-0.177065	-0.303928	-0.158662	-0.048912
-0.176065	-0.304453	-0.157662	-0.049183
-0.175065	-0.304975	-0.156662	-0.049450
-0.174065	-0.305496	-0.155662	-0.049716
-0.173065	-0.306014	-0.154662	-0.049978
-0.172065	-0.306530	-0.153662	-0.050238
-0.171065	-0.307044	-0.152662	-0.050496
-0.170065	-0.307556	-0.151662	-0.050751
-0.169065	-0.308067	-0.150662	-0.051004
-0.168065	-0.308577	-0.149662	-0.051255
-0.167065	-0.309085	-0.148662	-0.051505
-0.166065	-0.309593	-0.147662	-0.051752
-0.165065	-0.310100	-0.146662	-0.051998
-0.164065	-0.310607	-0.145662	-0.052242
-0.163065	-0.311113	-0.144662	-0.052485
-0.162065	-0.311620	-0.143662	-0.052726
-0.161065	-0.312128	-0.142662	-0.052966
-0.160065	-0.312636	-0.141662	-0.053204
-0.159065	-0.313146	-0.140662	-0.053442
-0.158065	-0.313657	-0.139662	-0.053678
-0.157065	-0.314171	-0.138662	-0.053912
-0.156065	-0.314687	-0.137662	-0.054146
-0.155065	-0.315208	-0.136662	-0.054379
-0.154065	-0.315732	-0.135662	-0.054611
-0.153065	-0.316262	-0.134662	-0.054842
-0.152065	-0.316797	-0.133662	-0.055071
-0.151065	-0.317340	-0.132662	-0.055301
-0.150065	-0.317892	-0.131662	-0.055529
-0.149065	-0.318454	-0.130662	-0.055756
-0.148065	-0.319027	-0.129662	-0.055983
-0.147065	-0.319615	-0.128662	-0.056209
-0.146065	-0.320220	-0.127662	-0.056435
-0.145065	-0.320846	-0.126662	-0.056660
-0.144065	-0.321495	-0.125662	-0.056884
-0.143065	-0.322174	-0.124662	-0.057108
-0.142065	-0.322889	-0.123662	-0.057332
-0.141065	-0.323648	-0.122662	-0.057555
-0.140065	-0.324463	-0.121662	-0.057777
-0.139065	-0.325347	-0.120662	-0.058000
-0.138065	-0.326322	-0.119662	-0.058221
-0.137065	-0.327414	-0.118662	-0.058443
-0.136065	-0.328664	-0.117662	-0.058664
-0.135065	-0.330134	-0.116662	-0.058885
-0.134065	-0.331916	-0.115662	-0.059106
-0.133065	-0.334166	-0.114662	-0.059327
-0.132065	-0.337150	-0.113662	-0.059547
-0.131065	-0.341350	-0.112662	-0.059767
-0.130065	-0.347619	-0.111662	-0.059988
-0.129065	-0.356440	-0.110662	-0.060208
-0.128065	-0.350959	-0.109662	-0.060428
-0.127065	-0.293779	-0.108662	-0.060648
-0.126065	-0.291030	-0.107662	-0.060868
-0.125065	-0.299759	-0.106662	-0.061088
-0.124065	-0.305855	-0.105662	-0.061308
-0.123065	-0.309942	-0.104662	-0.061529
-0.122065	-0.312851	-0.103662	-0.061749
-0.121065	-0.315044	-0.102662	-0.061970
-0.120065	-0.316778	-0.101662	-0.062191
-0.119065	-0.318203	-0.100662	-0.062412
-0.118065	-0.319411	-0.099662	-0.062633
-0.117065	-0.320460	-0.098662	-0.062855
-0.116065	-0.321389	-0.097662	-0.063076
-0.115065	-0.322226	-0.096662	-0.063299
-0.114065	-0.322991	-0.095662	-0.063522
-0.113065	-0.323698	-0.094662	-0.063745
-0.112065	-0.324358	-0.093662	-0.063968
-0.111065	-0.324979	-0.092662	-0.064192
-0.110065	-0.325567	-0.091662	-0.064417
-0.109065	-0.326127	-0.090662	-0.064642
-0.108065	-0.326664	-0.089662	-0.064868
-0.107065	-0.327180	-0.088662	-0.065095
-0.106065	-0.327678	-0.087662	-0.065322
-0.105065	-0.328161	-0.086662	-0.065551
-0.104065	-0.328631	-0.085662	-0.065780
-0.103065	-0.329088	-0.084662	-0.066009
-0.102065	-0.329534	-0.083662	-0.066240
-0.101065	-0.329970	-0.082662	-0.066472
-0.100065	-0.330398	-0.081662	-0.066705
-0.099065	-0.330817	-0.080662	-0.066939
-0.098065	-0.331229	-0.079662	-0.067175
-0.097065	-0.331635	-0.078662	-0.067411
-0.096065	-0.332034	-0.077662	-0.067649
-0.095065	-0.332427	-0.076662	-0.067889
-0.094065	-0.332816	-0.075662	-0.068130
-0.093065	-0.333199	-0.074662	-0.068373
-0.092065	-0.333578	-0.073662	-0.068618
-0.091065	-0.333953	-0.072662	-0.068865
-0.090065	-0.334324	-0.071662	-0.069114
-0.089065	-0.334691	-0.070662	-0.069365
-0.088065	-0.335054	-0.069662	-0.069619
-0.087065	-0.335414	-0.068662	-0.069876
-0.086065	-0.335772	-0.067662	-0.070136
-0.085065	-0.336126	-0.066662	-0.070399
-0.084065	-0.336477	-0.065662	-0.070665
-0.083065	-0.336826	-0.064662	-0.070936
-0.082065	-0.337172	-0.063662	-0.071211
-0.081065	-0.337516	-0.062662	-0.071491
-0.080065	-0.337857	-0.061662	-0.071776
-0.079065	-0.338197	-0.060662	-0.072068
-0.078065	-0.338534	-0.059662	-0.072367
-0.077065	-0.338869	-0.058662	-0.072674
-0.076065	-0.339202	-0.057662	-0.072990
-0.075065	-0.339534	-0.056662	-0.073316
-0.074065	-0.339864	-0.055662	-0.073655
-0.073065	-0.340192	-0.054662	-0.074009
-0.072065	-0.340518	-0.053662	-0.074381
-0.071065	-0.340843	-0.052662	-0.074774
-0.070065	-0.341166	-0.051662	-0.075194
-0.069065	-0.341488	-0.050662	-0.075647
-0.068065	-0.341809	-0.049662	-0.076143
-0.067065	-0.342128	-0.048662	-0.076695
-0.066065	-0.342446	-0.047662	-0.077322
-0.065065	-0.342762	-0.046662	-0.078055
-0.064065	-0.343078	-0.045662	-0.078941
-0.063065	-0.343392	-0.044662	-0.080059
-0.062065	-0.343705	-0.043662	-0.081552
-0.061065	-0.344017	-0.042662	-0.083676
-0.060065	-0.344328	-0.041662	-0.086820
-0.059065	-0.344638	-0.040662	-0.089827
-0.058065	-0.344947	-0.039662	-0.074968
-0.057065	-0.345255	-0.038662	-0.061777
-0.056065	-0.345562	-0.037662	-0.064989
-0.055065	-0.345869	-0.036662	-0.068076
-0.054065	-0.346174	-0.035662	-0.070167
-0.053065	-0.346479	-0.034662	-0.071649
-0.052065	-0.346783	-0.033662	-0.072772
-0.051065	-0.347086	-0.032662	-0.073672
-0.050065	-0.347388	-0.031662	-0.074426
-0.049065	-0.347690	-0.030662	-0.075082
-0.048065	-0.347991	-0.029662	-0.075668
-0.047065	-0.348292	-0.028662	-0.076204
-0.046065	-0.348592	-0.027662	-0.076702
-0.045065	-0.348891	-0.026662	-0.077173
-0.044065	-0.349190	-0.025662	-0.077623
-0.043065	-0.349488	-0.024662	-0.078059
-0.042065	-0.349786	-0.023662	-0.078485
-0.041065	-0.350084	-0.022662	-0.078905
-0.040065	-0.350381	-0.021662	-0.079323
-0.039065	-0.350677	-0.020662	-0.079743
-0.038065	-0.350974	-0.019662	-0.080173
-0.037065	-0.351270	-0.018662	-0.080620
-0.036065	-0.351565	-0.017662	-0.081099
-0.035065	-0.351861	-0.016662	-0.081634
-0.034065	-0.352156	-0.015662	-0.082262
-0.033065	-0.352451	-0.014662	-0.082897
-0.032065	-0.352746	-0.013662	-0.081942
-0.031065	-0.353041	-0.012662	-0.080905
-0.030065	-0.353335	-0.011662	-0.081532
-0.029065	-0.353630	-0.010662	-0.082166
-0.028065	-0.353924	-0.009662	-0.082707
-0.027065	-0.354219	-0.008662	-0.083190
-0.026065	-0.354514	-0.007662	-0.083642
